Gene,Mock,30min,90min,180min
POF1B,-0.238764,-2.22097,-1.24416,2.87491
POFUT1,-1.32691,-2.00499,-1.40419,-0.68397
POFUT2,0.490028,0.786138,0.752462,-0.216342
POGK,-0.267683,-1.22726,-0.49684,-0.0260974
POGLUT1,-1.02199,-2.60481,-1.2113,-1.05621
POGZ,-0.437632,-1.47914,-0.696346,-0.0500383
POLA1,-0.475655,-1.46972,-0.664928,1.64449
POLA2,0.269992,0.515139,0.203327,2.06322
POLB,0.365793,0.424718,0.32281,0.0701506
POLD1,0.150646,0.210639,0.462414,2.63993
POLD2,0.653272,0.879152,0.802225,0.588711
POLD3,-0.0514578,-0.944159,-0.173166,1.95526
POLD4,0.993998,2.1579,1.20549,2.05821
POLDIP2,0.266456,0.736594,0.441763,-0.671783
POLDIP3,0.152985,-0.437817,0.156408,0.365763
POLE,-0.430604,-0.603355,-0.465278,2.79933
POLE2,-0.176064,-1.07936,-0.324967,2.03218
POLE3,0.228958,-0.370134,0.205769,0.870132
POLE4,0.880139,1.36772,0.955326,0.206971
POLG,0.204838,0.414007,-0.0492462,-0.190325
POLG2,0.125377,-0.317753,0.0199843,1.59153
POLH,-0.296054,-1.48544,-0.162537,2.18936
POLI,-0.430816,-1.12471,-0.895075,-0.426209
POLK,-1.46823,-1.83389,-1.46055,-0.866552
POLL,0.441,0.799537,0.540577,1.53629
POLM,0.300049,0.640875,0.401201,2.11005
POLN,0.254333,0.591632,0.468514,-0.777645
POLQ,-0.68864,-2.30217,-0.825444,2.82366
POLR1A,-0.33817,-0.410611,-0.129314,0.201566
POLR1B,-0.609541,-1.22119,-0.56171,-0.0336799
POLR1C,0.789826,1.03362,0.884532,1.04345
POLR1D,0.67387,0.842729,1.01627,1.30023
POLR1E,0.566441,0.732843,0.615955,0.421602
POLR2A,-1.2644,-4.85483,-2.16172,-0.294413
POLR2A-2,-0.0868795,-0.299221,-0.102986,0.780987
POLR2B,-0.33904,-1.46618,-0.586233,0.272502
POLR2C,0.106927,-0.28049,0.18703,0.119824
POLR2D,0.611483,0.472777,0.439312,-0.181527
POLR2E,0.621561,1.40895,0.968557,0.391316
POLR2F,0.805735,1.71528,1.05227,0.104705
POLR2G,0.914786,1.20057,0.965895,0.74664
POLR2H,0.86465,1.05829,0.982354,0.776945
POLR2I,1.24055,2.30315,1.47562,0.859944
POLR2J,0.504438,1.32534,0.762716,0.623291
POLR2K,-0.499046,-0.861492,-0.239624,-0.0205922
POLR2L,1.04614,2.28319,1.40788,0.691921
POLR2M,-0.166603,-0.237525,-0.0684065,0.0967482
POLR3A,-0.0843709,-0.846481,-0.366894,-0.606034
POLR3B,-0.29229,-0.72944,-0.000553933,0.150747
POLR3C,0.347456,0.357208,0.662015,0.622186
POLR3D,0.590866,0.85734,0.647561,0.520711
POLR3E,-0.249266,-0.30372,-0.0544192,0.353133
POLR3F,-0.105556,-0.55968,0.079254,0.153209
POLR3G,-1.36833,-3.14499,-2.18735,-3.21161
POLR3GL,0.219255,-0.444687,0.051286,-0.171167
POLR3H,0.242553,1.45165,0.657514,-0.686996
POLR3K,0.523836,0.377118,0.720912,-0.535208
POLRMT,-0.125124,-0.147496,-0.173062,0.643946
POM121C,-0.0528917,-0.266036,0.101735,0.735122
POM121L2,-0.191462,2.43231,1.18357,-1.9566
POMC,0.781362,2.2386,2.16668,0.315158
POMGNT1,0.256982,0.207018,0.26508,-0.849714
POMP,0.145206,-0.0567151,0.172573,0.48488
POMT1,0.203834,0.822216,0.560528,-0.236531
POMT2,0.155722,0.708151,0.407052,-0.406286
PON1,1.19206,0.127183,0.704768,3.56805
PON2,0.194001,-0.227958,0.142842,-0.887536
PON3,-0.91307,-2.37189,-0.558278,1.79973
POP1,-0.318846,-0.268305,-0.222274,0.0476676
POP4,0.605044,0.846408,0.6029,0.326503
POP5,0.497769,0.697854,0.625388,0.912106
POP7,1.0794,1.56721,1.17217,0.4843
POPDC2,-0.711415,-1.77206,1.35919,0.0594004
POPDC3,-0.561112,-0.0448033,-0.0470793,-2.47506
POR,0.101583,0.389832,0.621472,1.51879
PORCN,0.265153,0.359862,0.216275,-1.34621
POSTN,-0.974489,-1.56251,-0.692263,-1.79917
POT1,-0.354736,-1.53931,-0.557505,0.688373
POU1F1,-1.67,-0.901696,2.84138,-3.41583
POU2AF1,-1.92163,-2.85924,-0.0872138,5.5916
POU2F1,-0.906364,-1.66429,-0.865396,0.484825
POU2F3,-0.505035,-3.05368,-0.363132,0.691551
POU3F1,0.116463,0.238308,0.323052,-2.24419
POU3F2,0.256456,1.18643,-0.20666,-2.92286
POU3F4,-0.958752,-2.53621,-2.46422,-3.53444
POU4F1,-0.803557,-0.0287851,-0.634451,-3.49318
POU4F2,-1.20291,-2.97731,-1.17233,-4.56063
POU4F3,-0.526677,-1.29648,-0.50987,-3.88024
POU5F1,0,0.500813,-0.29549,-0.347572
POU6F1,-0.218338,-1.4145,-0.481558,-0.981925
POU6F2,-0.864741,-0.682531,-0.601778,-4.10888
PP2D1,0.0871012,0.973237,0.454666,-0.365424
PPA1,-0.00571396,0.33219,0.0243246,-0.335068
PPA2,0.574863,0.882635,0.672435,0.478356
PPAN,0.753313,1.80599,1.28904,1.94417
PPAP2A,0.0596502,-0.792855,0.0828898,-0.391019
PPAP2B,-0.787725,-2.73355,-1.07545,-2.63227
PPAP2C,0.450727,0.810266,0.804369,1.15082
PPAPDC1A,-0.608234,0.0591514,-0.156324,-2.24069
PPAPDC2,-0.922173,-2.01317,-0.965928,-1.01989
PPAPDC3,0.997562,1.58187,1.24573,-0.724921
PPARA,-1.56542,-3.10812,-1.73816,-2.2452
PPARD,0.298191,0.512931,0.353615,0.459716
PPARG,0.141751,-0.517586,0.672806,0.064486
PPARG-TSEN2,-1.82028,0.696666,-2.41621,-1.73173
PPARGC1A,-0.667925,-1.15238,-0.789428,-2.33181
PPARGC1B,-1.94532,-3.13642,-2.25385,-0.729755
PPAT,-0.754814,-1.14192,-0.942481,0.0838947
PPBP,0.505509,-3.29386,0.310751,-2.81848
PPCDC,0.517564,0.923743,0.676297,-0.385365
PPCS,0.194396,-0.213255,0.107531,0.19123
PPDPF,1.10491,1.81704,1.35083,0.257213
PPEF1,-0.150375,-0.326721,-0.338161,-2.67682
PPEF2,-0.640866,-2.03867,-1.81611,1.23188
PPFIA1,-0.34378,-0.647154,-0.118916,0.35244
PPFIA2,-1.43143,-3.22335,-2.24441,-4.32949
PPFIA3,0.138849,0.908162,0.0867262,-1.40138
PPFIA4,-0.04831,-0.646207,-0.360219,-2.36385
PPFIBP1,-1.31358,-2.18245,-1.03573,-1.49001
PPFIBP2,-0.337395,-0.602959,-0.165735,-0.735013
PPFIBP2-2,-0.697613,-1.9524,-0.710367,-0.828075
PPHLN1,-0.169484,-0.908915,-0.26018,0.376563
PPIA,0.768998,0.752069,0.710685,0.618262
PPIA-2,0.00227605,0.847519,-2.01284,0.375592
PPIB,0.751247,1.10361,1.04032,0.530235
PPIC,0.837212,0.170744,0.585041,-0.304857
PPID,0.548867,0.35252,0.532001,0.204902
PPIE,0.163246,-0.248841,0.220476,0.639133
PPIF,0.256054,0.0469289,-0.0526407,-0.570863
PPIG,-0.558945,-1.74466,-1.04292,0.87055
PPIH,0.496685,0.600983,0.610299,0.548535
PPIL1,0.241275,-0.176392,0.154793,1.16508
PPIL2,0.142112,0.621657,0.34746,0.543701
PPIL3,0.276054,0.1775,0.263533,0.592629
PPIL4,-1.0281,-2.10474,-0.941914,0.057158
PPIL6,-0.641843,-4.5833,-0.726943,2.17029
PPIP5K1,-0.399368,-1.01405,-0.47515,-0.565543
PPIP5K2,-1.35069,-1.54878,-1.55361,-1.39864
PPL,0.27463,-0.236132,0.830953,1.64393
PPM1A,-0.682045,-1.22149,-0.862949,-0.37906
PPM1B,-0.894619,-1.58842,-0.91021,-0.135793
PPM1D,-0.482179,-0.971538,-0.189687,1.02204
PPM1E,-2.32798,-3.48319,-2.66762,-4.26852
PPM1F,0.591946,0.641551,0.610024,0.0917626
PPM1G,0.442201,0.543525,0.594327,0.942906
PPM1H,-0.860454,-0.981875,-0.807104,-1.21654
PPM1J,0.427638,1.05912,0.38853,-2.50517
PPM1K,-0.791322,-1.58662,-0.783126,-0.845813
PPM1L,-1.05671,-1.51377,-1.21628,-2.19393
PPM1M,0.420814,0.27359,0.800691,1.47751
PPM1N,0.458878,0.482909,0.191751,0.287965
PPME1,-0.035686,-0.0318193,-0.0885869,-0.633176
PPOX,0.640757,0.398933,0.631595,0.23472
PPP1CA,0.516412,1.11309,0.705491,0.878354
PPP1CB,-1.27042,-1.45759,-0.848671,-0.0598711
PPP1CC,-0.708759,-0.877897,-0.432219,1.20882
PPP1R10,0.100983,-0.0847799,-0.129617,0.72031
PPP1R11,0.292386,0.16532,0.274004,-0.841545
PPP1R12A,-2.04877,-3.0383,-2.52203,-0.880175
PPP1R12B,-0.927641,-2.48584,-1.48488,0.206112
PPP1R12C,0.501514,1.25198,0.862078,0.430365
PPP1R13B,-0.250835,-0.00971273,0.181232,0.32927
PPP1R13L,0.521807,0.776453,1.00701,1.30201
PPP1R14A,0.184867,0.99612,0.882484,-0.450854
PPP1R14B,0.799005,1.86139,1.1617,1.08622
PPP1R14C,-3.62377,-1.23325,0.352705,-0.305595
PPP1R14C-2,-0.158632,-0.518916,0.813456,0.00991165
PPP1R14D,1.43697,1.82607,1.6631,-0.949375
PPP1R15A,0.451011,0.982044,0.58025,0.32849
PPP1R15B,-0.718678,-1.14815,-0.3395,0.114507
PPP1R16A,0.169282,1.03659,0.687882,0.417768
PPP1R16B,-0.398221,-1.68534,-0.590097,0.42848
PPP1R17,-0.0660905,-0.484762,-1.27059,-3.4227
PPP1R18,0.507435,0.843746,0.249451,1.72573
PPP1R1A,0.652075,1.52904,0.903544,-1.49877
PPP1R1B,0.197146,0.721548,0.845104,-0.577372
PPP1R1C,0.136606,-0.0380891,-0.391693,-3.11048
PPP1R2,-1.42571,-3.46047,-1.98908,-1.53621
PPP1R21,-0.539365,-0.625839,-0.628862,-1.19193
PPP1R26,0.0459692,0.304651,0.18402,-0.623172
PPP1R27,0.228487,-0.45041,-1.27968,-0.0402722
PPP1R32,-0.260745,0.491382,0.637393,5.98012
PPP1R35,1.03214,2.19834,1.51909,0.60612
PPP1R36,-0.00403903,-0.455211,-0.0941509,-0.10791
PPP1R37,0.161904,0.707953,0.531703,0.588589
PPP1R39,-0.110155,-0.772576,-0.390755,4.0687
PPP1R3A,0.00465965,-1.59297,-0.689297,-1.74873
PPP1R3B,-0.26678,-1.87281,-1.18429,-0.910363
PPP1R3C,-0.210254,-0.393606,-0.549934,-2.143
PPP1R3D,-0.0501482,-0.282701,-0.00400262,-0.663817
PPP1R3E,0.15674,-0.240698,-0.442564,0.146272
PPP1R3F,0.26511,0.487586,0.216867,-2.04778
PPP1R3G,-0.7807,-2.63461,-1.02857,-1.50732
PPP1R42,-0.333754,-0.396004,-0.294976,-1.5888
PPP1R7,0.522487,1.18695,0.736601,-0.226024
PPP1R8,0.28627,-0.442196,0.249951,0.902299
PPP1R9A,-1.16745,-1.70433,-1.22583,-2.07604
PPP1R9B,-0.115695,-0.111076,-0.227769,0.415175
PPP2CA,-0.486948,-0.48789,-0.388254,-0.269536
PPP2CB,-0.288066,-0.499677,-0.133091,-0.944077
PPP2R1A,0.353201,1.3861,0.63733,-1.24062
PPP2R1B,-0.6586,-1.56988,-0.647833,0.405983
PPP2R2A,-0.385294,-0.845878,-0.34722,-0.245264
PPP2R2B,-0.10286,-0.0523259,-0.139435,-2.50947
PPP2R2C,-0.622894,-1.06806,-0.656763,-2.53196
PPP2R3C,-0.285444,-0.144927,-0.262579,-0.140272
PPP2R4,0.365632,0.931553,0.63545,-0.504365
PPP2R5A,-0.0354747,-1.1529,-0.0262282,1.23126
PPP2R5B,-0.0208956,0.498163,0.0852344,-2.13941
PPP2R5C,-0.602776,-1.16786,-0.749903,0.500982
PPP2R5D,0.21903,0.678964,0.307726,-0.737811
PPP2R5E,-1.30673,-1.88542,-1.16836,-0.410557
PPP3CA,-1.51335,-1.01292,-1.17193,-2.16944
PPP3CB,-0.431135,-0.342593,-0.157973,-0.648812
PPP3CB-2,-1.69808,-3.02566,-1.78869,-1.73131
PPP3CC,-0.0634106,-0.704457,-0.0786865,-0.575373
PPP3R1,-1.40656,-3.7703,-1.87652,-1.59027
PPP3R2,0.745224,0,-0.190158,-0.484997
PPP4C,0.595805,1.29289,0.948895,1.40145
PPP4R1,0.183997,-0.0163709,0.289317,0.680545
PPP4R2,-1.1064,-2.15599,-1.01926,0.566756
PPP4R4,-1.44563,-3.19339,-1.93129,-2.74041
PPP5C,0.0775617,0.712013,0.465902,0.209407
PPP6C,-0.550456,-1.36251,-0.612756,0.113807
PPP6R1,-0.828668,0.189464,-0.396391,0.0974274
PPP6R2,-0.156516,-0.492538,-0.23974,0.0652271
PPP6R3,-0.898474,-1.72694,-0.960262,0.289653
PPPDE1,-0.181125,-1.08022,-0.0310109,0.867933
PPPDE2,-0.0278512,-0.200499,0.144351,-0.749565
PPRC1,-0.0131006,-0.291846,-0.00110747,0.428959
PPT1,0.291963,-0.537754,0.193689,-0.221491
PPT2,0.408793,0.234892,0.23424,-0.716755
PPTC7,-2.34199,-5.44349,-2.67858,-1.66571
PPWD1,-0.22146,-0.786133,-0.288863,0.919094
PPY,1.37475,1.48441,-0.0610313,-3.75896
PPYR1,-1.76627,-2.87994,-2.23256,-2.92586
PQBP1,0.620691,1.32712,0.962201,0.600707
PQLC1,0.598431,1.66103,0.864762,0.114154
PQLC2,0.267496,0.92565,0.56134,0.0221512
PQLC3,-0.191089,-0.833906,-0.0873076,2.45228
PRADC1,0.550562,1.29609,0.981704,-0.194504
PRAF2,0.769423,0.974301,0.834181,-0.784333
PRAM1,0.139394,0.553064,0.471722,2.48693
PRAMEF12,1.3268,-0.281561,-0.499789,0
PRAMEF12-2,0.620856,2.67711,2.31693,-2.50415
PRAP1,-0.228301,-0.899724,-0.506484,-1.37838
PRC1,-0.71131,-0.61935,-0.731473,1.68913
PRCC,0.521267,0.870101,0.709769,0.491519
PRCD,-0.704406,-1.626,-1.35884,-3.29106
PRCP,0.396923,0.124403,0.404801,-0.448447
PRDM1,-0.850057,-0.855249,0.250084,2.67713
PRDM10,-0.746686,-1.78172,-0.80127,0.280014
PRDM11,-1.73477,-4.45187,-2.09223,-0.424265
PRDM12,-0.49705,-0.696017,-0.660578,-3.56708
PRDM13,-0.768143,0,0.0930768,-2.88646
PRDM14,-2.8918,1.15924,-0.626122,1.30375
PRDM15,-0.581317,-0.819306,-0.398716,0.447854
PRDM16,-0.586772,-0.924532,-0.438666,-2.06938
PRDM2,-0.725345,-1.26691,-0.38846,0.589257
PRDM4,-0.309173,-0.664985,-0.45534,-0.298711
PRDM5,-1.50542,-2.57705,-1.62251,-2.04818
PRDM6,-0.459443,-0.705935,-0.145244,-2.28905
PRDM7,-0.924049,-0.698854,-0.625383,0
PRDM8,-0.638356,-0.182643,-0.761684,-1.85206
PRDM9,0.982151,0.157948,-0.349403,-0.396561
PRDX1,0.848381,0.785347,0.79326,0.748159
PRDX2,0.756434,1.83403,0.900683,-0.521715
PRDX3,-0.163547,-0.357368,-0.258268,-0.304156
PRDX4,1.03913,1.02813,1.29295,0.911116
PRDX5,0.894552,1.8617,1.1206,0.143243
PRDX6,0.529161,0.101163,0.576585,0.962394
PREB,0.37573,0.65362,0.537013,0.145855
PRELID1,0.73813,1.0372,0.895246,1.15629
PRELP,0.625883,-0.265317,0.397689,-1.88278
PREP,-0.273797,-1.12276,-0.321299,-0.674912
PREPL,-2.22155,-5.51207,-3.11387,-3.76635
PREX1,-0.77134,-1.06182,-0.562659,-0.0568635
PREX2,-2.35718,-3.26636,-2.56811,-1.84058
PREX2-2,-1.93736,-1.23668,-1.36281,-0.677192
PRF1,0.355456,0.378479,0.444169,1.379
PRG3,2.23699,-1.24105,0.0355576,-2.65117
PRG3-2,2.65183,-1.82974,-0.179184,-1.90055
PRG4,-0.692078,-1.57858,0.061391,0.401757
PRHOXNB,0.462433,0,0.552614,-2.00392
PRICKLE1,-0.252318,-0.966928,-0.799954,-2.74388
PRICKLE2,-0.24648,-1.04495,0.388733,-0.220132
PRICKLE3,0.229737,0.647243,0.320006,1.23487
PRIM1,-0.836681,-1.84002,-0.981469,0.836115
PRIM2,0.392527,-0.0677411,0.354652,1.34368
PRIMA1,-1.76182,-3.66441,-1.87221,-3.76841
PRKAA1,-1.0977,-1.36907,-1.13512,-0.989722
PRKAA2,-2.05959,-3.12547,-2.29642,-2.19984
PRKAB1,0.0845912,-0.144813,0.180718,0.0666614
PRKAB2,-0.774092,-1.36727,-1.00182,-1.75026
PRKACA,0.102844,-0.00229351,-0.014166,-0.324997
PRKACB,-0.971481,-1.77959,-1.07871,-1.08232
PRKAG1,0.166464,0.127495,0.229562,0.31874
PRKAG2,0.433495,0.370827,0.456805,-1.85706
PRKAG3,-1.36718,-1.123,-0.359947,-1.25168
PRKAR1A,-0.330193,-0.4083,-0.17793,-0.215714
PRKAR1B,0.316418,1.67283,0.758385,-1.77151
PRKAR2A,-1.90497,-4.08498,-2.5401,-0.53689
PRKAR2B,-1.64402,-3.35678,-1.88049,-1.49989
PRKCA,-1.06218,-2.36372,-1.19079,-1.25019
PRKCB,-0.495875,-0.13012,-0.257556,0.310504
PRKCD,-0.348147,-0.563732,-0.401018,1.37934
PRKCDBP,1.4214,1.86649,1.42646,-1.23986
PRKCE,-1.03549,-1.0624,-1.14475,-2.85386
PRKCG,-0.303501,-0.444336,-0.311036,-0.582891
PRKCH,-0.334967,-3.59816,-0.386667,1.24587
PRKCI,-1.61732,-1.82974,-1.53128,-0.939699
PRKCQ,-0.139274,-0.450138,-0.583247,2.38275
PRKCSH,0.37915,0.9108,0.774187,0.305989
PRKCZ,-0.0962411,0.541795,0.13415,-0.362121
PRKD1,-0.151896,-0.950168,-0.1325,-1.23422
PRKD2,0.365283,0.186732,0.421548,3.08885
PRKD3,-1.58841,-4.24807,-1.86585,1.30771
PRKDC,-0.863556,-1.32692,-0.725852,0.0414487
PRKG1,-1.04032,-1.40038,-1.2872,-2.80126
PRKG2,-1.66066,-3.69718,-1.88499,-2.56424
PRKRA,0.181523,-0.422453,-0.0854517,-1.65581
PRKRIP1,0.464287,1.11576,0.579469,0.456537
PRKRIR,-1.36126,-1.55523,-0.998022,-0.159449
PRKX,-0.214243,-0.581445,-0.285723,0.79696
PRL,2.67098,-3.82699,10.3148,1.29446
PRLH,0,20,20,0
PRLHR,0.0013456,0.0307117,-0.159901,-2.62619
PRLR,-1.18809,-1.71456,-1.0548,-1.18389
PRM1,1.61126,0,0.838524,-0.90087
PRM2,0,0,-2.19207,-2.82582
PRM3,-0.614738,1.40969,0.822781,2.33718
PRMT1,0.490753,0.998726,0.69491,0.74845
PRMT10,-0.338213,-1.04263,-0.186664,-0.179461
PRMT2,0.330014,0.444296,0.431476,-0.423768
PRMT3,-1.13505,-1.89034,-1.24727,-0.652985
PRMT5,0.176617,0.295418,0.530689,0.31916
PRMT6,0.284144,1.00237,0.554764,-0.621064
PRMT7,0.0691761,0.339935,0.360717,0.206912
PRMT8,-0.215964,0.669877,0.0616889,-2.63756
PRND,0.120017,-1.53745,-0.572807,0.812798
PRNP,-0.908581,-1.14671,-0.809629,-1.86602
PROB1,0.113728,0.581834,0.0730023,-0.470901
PROC,-0.0769834,-1.51176,0.300288,-1.20121
PROCA1,0.68943,0.72736,1.59956,2.03166
PROCR,1.39041,0.444793,1.23931,0.968633
PRODH,0.311064,0.97819,0.722895,-0.828045
PRODH2,-0.694583,-0.442127,-0.729292,0.236901
PROK1,0.502658,3.94911,2.66641,-1.0605
PROK2,-0.440242,0,-2.29608,-1.9443
PROKR1,-0.89572,-0.927138,-0.532225,-1.17161
PROKR2,-1.64473,-2.00687,-1.60282,-2.61261
PROM1,0.127024,-1.62211,0.459618,5.82512
PROM2,-0.577393,0.945116,0.425161,2.63228
PROP1,0.452377,-0.529639,2.06493,-2.75346
PRORSD1,1.03221,1.44251,0.900574,0.452541
PROS1,-0.143629,-0.848663,-0.059848,-1.79734
PROSAPIP1,0.162721,-0.385209,-0.0162463,-0.524571
PROSC,0.256139,-0.0366056,0.274154,-0.75623
PROSER1,-0.392221,-0.91266,-0.133109,1.19791
PROSER2,-0.198904,-0.834677,0.359289,-0.373796
PROX1,-1.68394,-2.10492,-0.998376,0.650835
PROX2,-1.53992,-1.20433,-1.62256,-0.554984
PROZ,0.387133,0.616853,0.112428,-1.65742
PRP-VII,-1.29674,0,-0.117661,-3.13519
PRP1,0,20,20,0
PRP14,-0.182387,0,-0.0424183,0
PRP2,0.978801,0,-0.156054,0
PRP3,0.24925,-2.12107,-2.84185,0
PRP4,0.174011,-0.981969,-0.78931,-2.99044
PRP6,-0.191864,0,1.44156,-1.00196
PRP8,-0.131374,0,-0.494314,-2.50711
PRP9,-1.57973,-1.54331,-1.72211,-1.84243
PRPF18,0.0872745,-0.776573,0.0596159,0.488682
PRPF19,0.40063,0.90665,0.552831,-0.18036
PRPF3,-0.0826708,-0.506719,-0.101025,0.573082
PRPF31,0.3601,1.50688,0.573729,0.0102498
PRPF38A,-0.518288,-1.41398,-0.465929,0.642585
PRPF38B,-0.574879,-1.56952,-0.691777,1.07083
PRPF39,-1.19189,-1.10272,-0.903102,0.303568
PRPF4,0.109841,-0.305782,-0.132147,0.337024
PRPF40A,-0.535524,-1.35942,-0.631561,0.93677
PRPF40B,0.214924,0.247404,0.267296,-0.735442
PRPF4B,-0.510628,-1.52472,-0.701119,0.815951
PRPF6,0.227519,0.729089,0.550564,0.320279
PRPF8,-0.370114,-0.733747,-0.390702,0.34062
PRPH,0.405703,1.57218,0.616818,-2.5154
PRPH2,0.668716,1.05983,0.225562,-0.112419
PRPS1,0.0928521,-0.219355,-0.00475457,-0.116263
PRPS1L1,0.839255,0,-0.21476,0
PRPS2,-0.898204,-3.42689,-1.30614,0.928907
PRPSAP1,0.412508,0.230003,1.20107,-0.157764
PRPSAP2,-0.103972,0.00575703,0.0571245,0.742439
PRR11,-0.993185,-2.45623,-1.03,3.14461
PRR12,-0.31153,-0.649811,-0.344863,0.756242
PRR13,-0.0418938,0.277069,0.140522,0.348601
PRR14,0.557792,0.877766,0.69648,1.55061
PRR14L,-1.06196,-1.92659,-1.11715,0.158453
PRR15,0.812541,0.905656,1.14065,3.70849
PRR15L,0.739926,-0.437643,0.735199,4.59276
PRR16,-0.487423,-1.41293,-0.258404,-0.0688212
PRR19,0.419494,0.844589,0.675367,-1.17344
PRR22,0.279372,1.05153,0.635764,0.101683
PRR23A,2.35669,1.82425,2.58742,-0.334486
PRR23A-2,1.4317,0,2.54616,0
PRR23B,0,3.14021,1.77362,0
PRR3,0.657515,0.687534,0.658739,0.600473
PRR5,0.756778,1.99182,1.177,-0.106049
PRR5L,-0.686233,-2.28273,-0.410509,-0.282864
PRR7,0.541458,1.6523,0.733905,-1.61937
PRR9,-1.47821,-1.57026,-0.382725,-2.31736
PRRC1,-0.98789,-2.99964,-1.10116,-0.496282
PRRC2A,-0.156704,-0.13524,-0.0455261,0.537466
PRRC2B,-1.72005,-3.18194,-2.14002,-1.19273
PRRC2C,-1.24547,-1.72056,-1.48779,-0.151555
PRRG1,-1.47347,-4.31042,-1.75047,-2.11229
PRRG1-2,-0.521318,-1.8287,-0.289709,-0.873276
PRRG2,0.466198,1.07918,1.20242,1.81372
PRRG3,-0.452996,-2.63499,-1.19126,-2.88657
PRRG4,-2.34276,-3.49011,-1.72416,2.27989
PRRT1,0.780441,0.702864,0.440328,-2.35511
PRRT3,0.337606,1.39482,0.508512,-3.05182
PRRT4,0.761121,1.47394,1.33203,1.25288
PRRX1,-1.759,-5.03645,-2.3325,-2.2147
PRRX2,1.34632,2.05177,1.40324,0.25586
PRSS12,-0.676395,-0.292261,-0.373994,-3.14844
PRSS16,0.249856,1.43245,0.235482,-3.10904
PRSS2,-6.58161,1.53484,1.29853,-0.686575
PRSS21,0.279088,-2.02161,-0.500759,0.844965
PRSS22,1.04761,2.29338,1.54377,7.45454
PRSS23,0.542999,-0.113468,0.554596,-0.0416728
PRSS27,2.35752,3.56422,2.1088,6.63397
PRSS33,1.28146,0.53841,0.628268,1.97134
PRSS35,-0.186081,-1.64077,-0.485573,-3.27406
PRSS36,-0.588105,-0.653561,1.22275,-0.202799
PRSS37,1.27265,3.08738,1.44533,-1.03129
PRSS38,-1.17153,-0.662654,-2.44452,-2.51737
PRSS42,1.03144,1.27782,0.900975,0.75788
PRSS43,0,0,-1.05835,0
PRSS45,-0.232584,0.717231,0.230232,-0.135019
PRSS48,0.00387811,-0.818074,-0.0982926,0.112025
PRSS50,-0.362912,0.436189,-0.15175,1.23096
PRSS53,-0.210508,-0.544558,-0.444288,-1.64478
PRSS54,0.299051,0,-0.72169,2.88624
PRSS55,0.776972,1.42198,0.903438,0
PRSS56,0.548698,-1.72737,-0.294232,-3.78093
PRSS57,1.84652,-0.895397,-0.213384,0.962513
PRSS58,-2.00163,-1.36462,-1.50475,-4.75576
PRSS8,-0.843961,-0.717366,0.871642,5.01545
PRTFDC1,-0.398684,-2.27606,-0.683068,-1.1385
PRTG,-1.53161,-0.99236,-1.21613,-2.57098
PRTN3,1.85333,0.00951614,0.979065,-0.698327
PRUNE,-0.173032,-0.943688,-0.268742,-0.303277
PRUNE2,-1.51624,-2.28033,-2.09445,-4.22694
PRX,1.21117,0.811997,1.22471,-2.13893
PSAP,0.0956913,-0.688287,0.0499034,-1.31305
PSAPL1,-0.520515,-0.301015,-0.587708,-4.194
PSAT1,-0.359734,-1.12771,-0.0602228,0.78424
PSCA,-0.428263,-0.99057,-0.659766,-1.8278
PSD,0.201075,1.11093,0.51272,-1.20651
PSD2,-0.871699,-2.88755,-0.636008,-1.2189
PSD3,-1.31287,-1.75888,-1.28551,-2.25404
PSD4,-0.999855,-0.178988,-0.531903,2.94979
PSEN1,0.170236,-0.748863,0.615089,0.507153
PSEN2,0.129515,0.451805,0.543233,-0.0028083
PSENEN,0.979022,1.33585,1.02679,0.339719
PSIP1,-0.210986,-0.688052,-0.334744,0.357677
PSKH1,0.276209,0.00211664,0.379049,0.142523
PSKH2,0.249842,-0.317456,-0.58415,-2.85881
PSMA1,0.419835,-0.0310144,0.346359,0.612656
PSMA2,0.290041,0.0231138,0.358595,0.773031
PSMA3,0.330554,0.157643,0.245816,0.30913
PSMA4,0.557258,0.3823,0.117818,1.02619
PSMA5,0.646049,0.778906,0.623553,0.542842
PSMA6,0.547433,0.597618,0.699154,0.690221
PSMA7,0.706917,1.22271,0.808812,0.747337
PSMA8,-0.728417,-3.61834,-1.12917,-2.15582
PSMB1,0.729483,1.05875,0.773705,0.470799
PSMB10,0.921003,2.25285,1.45937,1.17969
PSMB11,0.0769734,0.326842,-0.655156,-1.07341
PSMB2,0.694311,0.916947,0.727033,0.603379
PSMB3,1.05091,1.71553,1.1362,0.769171
PSMB4,0.705428,1.08646,0.837534,0.159424
PSMB5,0.556782,1.48094,0.79039,-0.747888
PSMB6,0.630402,1.16408,0.675793,-0.455379
PSMB7,0.70003,1.07354,0.754438,-0.181075
PSMB8,1.05451,1.30785,1.57453,3.50789
PSMB9,0.765846,1.61488,1.59567,3.46005
PSMC1,0.474746,1.43303,0.7813,-0.208555
PSMC2,0.288318,-0.158806,0.16177,-0.128413
PSMC3,0.769934,1.61048,1.07744,-0.409375
PSMC4,0.440036,1.04501,0.612574,0.000418998
PSMC5,0.427451,1.06886,0.756654,-0.196469
PSMC6,-0.316607,-0.618711,-0.445189,-0.301353
PSMD1,-0.106659,-0.357757,-0.26639,-1.00984
PSMD10,-0.916191,-1.40596,-1.18754,-1.33827
